# (11, 3, 1)
-4.588321575598676150e-01,-8.848876994691350084e-02,-1.335107861983266142e+00
-1.728894404540838592e-01,-4.676468060508503499e-01,1.347451979539395328e+00
-4.323959908638502214e-01,2.560340139895924683e-01,-3.088320210888368056e+00
-2.645143005944651793e-01,-3.936084895997110644e-01,-2.747873786444765987e+00
4.153169697213646150e-01,6.566449740358984988e-01,-1.337349400907380081e+00
-3.536763137325293349e-01,-2.436303456727046401e-01,-1.568742949093128169e+00
-2.997922135574063729e-01,3.921637724800460800e-01,-1.434823896855755399e+00
-3.203462507466356968e-01,1.597993030653916124e-01,-1.241495954304668192e+00
3.069738496381840820e-01,5.038551995817649454e-01,-1.828247330164405993e+00
-4.599397803562235709e-01,-3.142017979066660804e-01,-1.761222233935963777e+00
-3.784335790658703291e-01,-1.806423699275586103e-01,-3.116159956345841753e+00
